http://m.ledevoir.com/article-516733,Un bilan 2017 en demi-teinte pour la FTQ ,"

Annabelle Caillou
",economie
http://m.ledevoir.com/article-516734,Un partenariat entre BlackBerry et Baidu sur les véhicules autonomes ,"

Agence France-Presse 
",economie
http://m.ledevoir.com/article-516735,Wall Street termine à des records ,"

Agence France-Presse 
",economie
http://m.ledevoir.com/article-516736,Bois d’oeuvre: la ministre Freeland dénonce des droits «injustes» ,"
Mylène  Crête  - La Presse canadienne
",economie
http://m.ledevoir.com/article-516737,Les baisses d’impôt de Trump profiteront à des compagnies canadiennes ,"
Ross Marowits - La Presse canadienne
",economie
http://m.ledevoir.com/article-516738,"La hausse du salaire minimum fera perdre 60 000 emplois au Canada, selon une étude ","

Éric Desrosiers
",economie
http://m.ledevoir.com/article-516739,Le bilan de l’accident d’autocar au Pérou grimpe à 51 morts ,"

Associated Press 
",monde
http://m.ledevoir.com/article-516740,Se faire opérer en Afrique tue deux fois plus qu’ailleurs ,"

Agence France-Presse 
",monde
http://m.ledevoir.com/article-516741,Le régime iranien sème l’effroi ,"
Célian Macé - Libération
",monde
http://m.ledevoir.com/article-516742,(3/5) La disparition des bibliothèques personnelles: faut-il conserver les collections de nos grands penseurs? ,"

Catherine Lalonde
Avec Stéphane Baillargeon
",lire
http://m.ledevoir.com/article-516743,Notre choix ce soir ,"

Amélie Gaudreau
",culture
http://m.ledevoir.com/article-516744,La Canne à pommeau d’or ,"

Le Devoir
",politique
http://m.ledevoir.com/article-516745,Des chaînes de restaurants cessent de servir de  la laitue romaine ,"

La Presse canadienne 
",societe
http://m.ledevoir.com/article-516746,Quoi surveiller aujourd'hui? ,"

Geneviève Tremblay
",societe
http://m.ledevoir.com/article-516747,L’éditeur français Paul Otchakovsky-Laurens est mort ,"

Agence France-Presse 
",lire
http://m.ledevoir.com/article-516748,Le transport aérien perturbé par le mauvais temps ,"

La Presse canadienne 
",societe
http://m.ledevoir.com/article-516749,"Les discussions entre les deux Corées sont «une bonne chose», dit Trump ","

Agence France-Presse 
",monde
http://m.ledevoir.com/article-516750,"Lac-Mégantic: Jean Demaître n’a pas été négligent, dit son avocat ","
Stéphanie Marin - La Presse canadienne
",societe
http://m.ledevoir.com/article-516751,Cate Blanchett présidera le jury à Cannes ,"
Nicolas Pratviel - Agence France-Presse
",culture
http://m.ledevoir.com/article-516752,"Mort de Stanley Hartt, chef de cabinet de l’ex-premier ministre Brian Mulroney ","

La Presse canadienne 
",politique
http://m.ledevoir.com/article-516753,Nouveaux rassemblements de soutien au régime en Iran ,"
Siavosh Ghazi - Agence France-Presse
",monde
http://m.ledevoir.com/article-516754,L’ex-vice-président catalan demande à la justice d’être libéré ,"

Agence France-Presse 
",monde
http://m.ledevoir.com/article-516755,Une puissante tempête frappe l'est du pays ,"

Associated Press  et 
                
                        
                                    
La Presse canadienne 

",societe
http://m.ledevoir.com/article-516756,Le Dow Jones dépasse les 25 000 points pour la première fois ,"

Agence France-Presse 
",economie
http://m.ledevoir.com/article-516757,Trump échoue à bloquer un livre sur le «chaos» de sa présidence ,"
Jérôme Cartillier - Agence France-Presse
",monde
http://m.ledevoir.com/article-516758,"Mautaditement Bori, Edgar Bori ","

Sylvain Cormier
",culture
http://m.ledevoir.com/article-516759,"Wembley or Bust, Jeff Lynne’s ELO ","

Sylvain Cormier
",culture
http://m.ledevoir.com/article-516760,"I Am a Man, Ron Miles ","

Guillaume Bourgault-Côté
",culture
http://m.ledevoir.com/article-516761,"Blood Moon Deconstructed, M. Craft ","

Geneviève Tremblay
",culture
http://m.ledevoir.com/article-516762,"«Cello Reimagined», oeuvres de Haydn, Mozart, Bach père et fils, Daniel Müller-Schott, L’Arte del Mondo, Werner Erhardt ","

Christophe Huss
",culture
http://m.ledevoir.com/article-516763,"Saturation III, Brockhampton ","

Philippe Renaud
",culture
http://m.ledevoir.com/article-516764,"Audible Songs from Rockwood, Fiver ","

Sophie Chartier
",culture
http://m.ledevoir.com/article-516765,Qui est Steve Bannon? ,"
",videos
http://m.ledevoir.com/article-516766,"Borsao Blanco Seleccion 2016, Espagne ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516767,"Clos Marion 2015, Fougeray de Beauclair, Fixin, Bourgogne, France ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516768,"M Paul Mas Prima Perla Brut, Crémant de Limoux, France ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516769,"Family Tree 2015, Henry of Pelham, Ontario, Canada  ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516770,"Carignan Vieilles Vignes, É. F. Jourdan, Pays du Gard, France  ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516771,"Château de Nages 2015, Rhône, France  ","

Jean Aubry
",vivre
http://m.ledevoir.com/article-516772,Un nouvel attentat suicide frappe Kaboul ,"
Usman  Sharifi - Agence France-Presse
",monde
http://m.ledevoir.com/article-516773,Trump veut ouvrir trois océans à l’exploration pétrolière ,"

Alexandre Shields
",societe
http://m.ledevoir.com/article-516774,Pour sortir de sa bulle cette semaine: le schisme entre Steve Bannon et Donald Trump ,"

Jonathan Allard
",monde
http://m.ledevoir.com/article-516776,Le patron de Facebook fait son mea culpa ,"

Agence France-Presse 
",societe
http://m.ledevoir.com/article-516777,Les écologistes déboutés face aux pétrolières en Norvège ,"

Alexandre Shields
",societe
http://m.ledevoir.com/article-516778,"Le Guatemala, terre d’aliments mayas en vogue ","

Valérian Mazataud et 
                
                        
                                    
Sarah R. Champagne
au Guatemala
",vivre
http://m.ledevoir.com/article-516781,«Pattern»: sous les motifs ,"

Marie-Ève Charron
",culture
http://m.ledevoir.com/article-516783,Île flottante: flotter en beauté ,"

Jean-Philippe Tastet
",vivre
